acronym,administrative_territory_coverage,automatic_update,broadcast_mode,contact,contact_type,data_domain,description,environment,exposure_factor,exposure_factor_category,geographical_information_level,has_compliance,has_documentation,has_filter,has_missing_data,has_pricing,has_search_engine,is_geospatial_data,last_inserted,last_modification,last_updated,license_name,license_type,name,nature,organizations,other_access_points,projection_system,related_geographical_information,subthematic,temporal_scale,theme_category,update_frequency,url,year
,Région Île-de-France,False,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Department|Commune|Measuring station,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2021-01-15T00:04:00.000Z,,Attribution,mes idf horaire no2,,Airparif,DataGouv,,False,Ambient air pollution,H,,Daily,https://data-airparif-asso.opendata.arcgis.com/datasets/mes-idf-horaire-no2?geometry=1.395%2C48.650%2C3.373%2C48.967,"['09/2017', 'en cours']"
,Région Île-de-France,False,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Department|Commune|Measuring station,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2021-01-15T00:04:00.000Z,,Attribution,mes idf horaire pm25,,Airparif,DataGouv,,False,Ambient air pollution,H,,Daily,https://data-airparif-asso.opendata.arcgis.com/datasets/mes-idf-horaire-pm25/data?geometry=0.261%2C48.353%2C4.216%2C48.988,"['09/2017', 'en cours']"
,Région Île-de-France,False,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Department|Commune|Measuring station,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2021-01-15T00:04:00.000Z,,Attribution,mes idf horaire pm10,,Airparif,DataGouv,,False,Ambient air pollution,H,,Daily,https://data-airparif-asso.opendata.arcgis.com/datasets/mes-idf-horaire-pm10?geometry=0.483%2C48.328%2C4.438%2C48.964,"['09/2017', 'en cours']"
,Région Île-de-France,False,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Department|Commune|Measuring station,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2021-01-15T00:04:00.000Z,,Attribution,mes idf horaire o3,,Airparif,DataGouv,,False,Ambient air pollution,H,,Daily,https://data-airparif-asso.opendata.arcgis.com/datasets/mes-idf-horaire-o3?geometry=0.211%2C48.358%2C4.166%2C48.993,"['09/2017', 'en cours']"
,Région Île-de-France,False,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Department|Commune|Measuring station,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2021-01-15T00:04:00.000Z,,Attribution,mes idf horaire nox,,Airparif,DataGouv,,False,Ambient air pollution,H,,Daily,https://data-airparif-asso.opendata.arcgis.com/datasets/mes-idf-horaire-nox?geometry=1.395%2C48.650%2C3.373%2C48.967,"['09/2017', 'en cours']"
HAM-HAP,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Measuring point,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2020-01-28T00:12:00.000Z,,Attribution,Données HAP HAM et métaux de 2016 à 2019,,Airparif,,,False,Ambient air pollution,Y,,Annual,https://data-airparif-asso.opendata.arcgis.com/datasets/donn%C3%A9es-hap-ham-et-m%C3%A9taux-de-2016-%C3%A0-2019,"['2016', '2019']"
HAM-HAP,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Measuring point,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2020-01-15T00:09:00.000Z,,Attribution,Données HAM HAP METAUX de 2019 à 2020,,Airparif,,,False,Ambient air pollution,Y,,Annual,https://data-airparif-asso.opendata.arcgis.com/datasets/ham-hap-metaux-2019-2020,"['2019', '2020']"
,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Area,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2021-01-17T00:02:00.000Z,,Attribution,ind idf agglo,,Airparif,,,False,Ambient air pollution,D,,Daily,https://data-airparif-asso.opendata.arcgis.com/datasets/ind-idf-agglo-1,"['03/01/2021', '16/02/2021']"
,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,EPCI|Address,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2019-01-19T00:08:00.000Z,,Attribution,emi idf epci 2015,,Airparif,,,False,Ambient air pollution,Y,,Irregular,https://data-airparif-asso.opendata.arcgis.com/datasets/emi-idf-epci-2015-1?geometry=-1.452%2C48.044%2C6.458%2C49.314,['2015']
,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Department,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2019-01-19T00:08:00.000Z,,Attribution,emi idf departement 2015,,Airparif,,,False,Ambient air pollution,Y,,Irregular,https://data-airparif-asso.opendata.arcgis.com/datasets/emi-idf-departement-2015-1?geometry=-1.452%2C48.044%2C6.458%2C49.314,['2015']
,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Region,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2019-01-19T00:08:00.000Z,,Attribution,emi idf region 2015,,Airparif,,,False,Ambient air pollution,Y,,Irregular,https://data-airparif-asso.opendata.arcgis.com/datasets/emi-idf-region-2015-1?geometry=-1.452%2C48.044%2C6.458%2C49.314,['2015']
,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Region,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2019-01-29T00:08:00.000Z,,Attribution,exp idf zag 2017 pm10 35j sup 50ug,,Airparif,,,False,Ambient air pollution,Y,,Irregular,https://data-airparif-asso.opendata.arcgis.com/datasets/exp-idf-zag-2017-pm10-35j-sup-50ug-1?geometry=0.346%2C48.509%2C4.301%2C49.142,['2017']
,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Region,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2019-01-29T00:08:00.000Z,,Attribution,exp idf idf 2017 no2 moyennne annuelle,,Airparif,,,False,Ambient air pollution,Y,,Irregular,https://data-airparif-asso.opendata.arcgis.com/datasets/exp-idf-idf-2017-no2-moyennne-annuelle-1?geometry=-1.452%2C48.044%2C6.458%2C49.314,['2017']
,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Region,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2019-01-29T00:08:00.000Z,,Attribution,exp idf zag 2017 pm10 moyenne annuelle 40,,Airparif,,,False,Ambient air pollution,Y,,Irregular,https://data-airparif-asso.opendata.arcgis.com/datasets/exp-idf-zag-2017-pm10-moyenne-annuelle-40-1?geometry=0.346%2C48.509%2C4.301%2C49.142,['2017']
,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Region,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2019-01-29T00:08:00.000Z,,Attribution,exp idf idf 2017 pm10 moyenne annuelle 40,,Airparif,,,False,Ambient air pollution,Y,,Irregular,https://data-airparif-asso.opendata.arcgis.com/datasets/exp-idf-idf-2017-pm10-moyenne-annuelle-40-1?geometry=-1.452%2C48.044%2C6.458%2C49.314,['2017']
,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Region,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2019-01-29T00:08:00.000Z,,Attribution,exp idf idf 2017 pm10 35j sup 50ug,,Airparif,,,False,Ambient air pollution,Y,,Irregular,https://data-airparif-asso.opendata.arcgis.com/datasets/exp-idf-idf-2017-pm10-35j-sup-50ug?geometry=-1.452%2C48.044%2C6.458%2C49.314,['2017']
,Région Île-de-France,,,informatique@airparif.fr,email,,,Air,Air pollutants,Air pollutants,Region,False,False,True,False,False,True,True,2021-01-16T00:04:00.000Z,2021-01-16T00:04:00.000Z,2019-01-29T00:08:00.000Z,,Attribution,exp idf zag 2017 no2 moyennne annuelle,,Airparif,,,False,Ambient air pollution,Y,,Irregular,https://data-airparif-asso.opendata.arcgis.com/datasets/exp-idf-zag-2017-no2-moyennne-annuelle-1/data?geometry=0.346%2C48.509%2C4.301%2C49.142,['2017']
OBSINV,France et DROM,,,ANDRA,email,,,,Radioactivity,Radioactivity,Department|Commune|Code INSEE,False,True,True,False,False,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,2021-01-01T00:02:00.000Z,,Attribution,Inventaire et situation des déchets,,ANDRA,DataGouv,,True,Radioactive waste,Non renseigné,,Annual,https://inventaire.andra.fr/les-donnees/linventaire-national-en-open-data,"['2013', '2019']"
Cartoradio,France métropolitaine et DROM,,,ANFR,email,,,,Radio waves,Radio waves,Measuring point|Antenna,False,True,True,False,False,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,Attribution,Cartes des antennes et des mesures radioélectriques,,ANFR,,WGS84|GPS,False,Radio frequency,M,,Regular,https://www.cartoradio.fr/index.html#/cartographie/mesures,"['2003', 'en cours']"
EAT2,France métropolitaine,,,ANSES,email,,,,Food pollutants,Food pollutants,Region,False,True,True,False,False,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,2014-01-06T00:06:00.000Z,,Attribution,Etude de l'Alimentation Totale 2 (EAT),,ANSES,,,True,Chemical Contaminants in Food,Non renseigné,,Irregular,https://www.data.gouv.fr/fr/datasets/donnees-regionales-eat2-etude-de-l-alimentation-totale/,"['2007', '2009']"
RPG,France métropolitaine et DROM (hors Mayotte),,,ASP,email,,,Sols,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Parkelle|Xy coordinates,True,True,True,False,False,True,True,,,2021-01-01T00:07:00.000Z,,Attribution,Registre Parcellaire Graphique,,ASP|IGN,Geoportail|Portail de l'ASP,RGF93|Lambert93|UTM,False,Agricultural conditions,None,,Annual,https://www.data.gouv.fr/fr/datasets/registre-parcellaire-graphique-rpg-contours-des-parcelles-et-ilots-culturaux-et-leur-groupe-de-cultures-majoritaire/,"['2010', 'en cours']"
BASIAS,France métropolitaine et DROM (hors Mayotte),,,basias@brgm.fr,email,,,Sols,Soil pollutants (organic compounds and metals),Soil pollutants (organic compounds and metals),Site|Address|Xy coordinates,True,True,False,False,True,True,True,2021-01-11T00:02:00.000Z,2021-01-11T00:02:00.000Z,,,Attribution,BASIAS - Inventaire historique de Sites Industriels et Activités de Service,,BRGM,DataGouv|Georisque,WGS84|Lambert2 Etendu,False,Polluted sites and soils,None,,Irregular,https://www.georisques.gouv.fr/donnees/bases-de-donnees/inventaire-historique-de-sites-industriels-et-activites-de-service,"['1994', 'en cours']"
ICPE,France métropolitaine et DROM,,,BRGM,email,,,Sols,"Ground pollutants, air pollutants","Ground pollutants, air pollutants",Site|Address|Xy coordinates,False,True,True,False,False,True,True,2021-01-02T00:03:00.000Z,2021-01-02T00:03:00.000Z,2021-01-02T00:03:00.000Z,,Attribution,Installations industrielles,,BRGM,,RGF93|Lambert93|WGS84,True,Pollution|Soil contamination,None,,Daily,https://www.georisques.gouv.fr/donnees/bases-de-donnees/installations-industrielles,['']
,France métropolitaine,False,,,email,,,Sols,Friendly,Friendly,Xy coordinates|1:50000,False,True,True,True,False,True,True,,"Données visualisable via cartographie ; Le MTES dispose actuellement de cartographies d’aléa amiante environnemental couvrant différents secteurs de France Métropolitaine : les départements de l’Isère, des Hautes-Alpes, de la Haute-Corse, de la Savoie et de la Loire-Atlantique, ceux couvrant le Massif Armoricain et les Pyrénées, et bientôt six zones couvrant le Massif Central. Durant deux ans (2019 et 2020), le BRGM se consacrera à la finalisation de la cartographie de l’amiante environnemental en France Métropolitaine (Vosges, Cévennes, Deux-Sèvres, Les Maures…).",,,,Cartographie départementale de l'aléa amiante environnemental,,BRGM,,Lambert93|WGS84,False,Natural asbestos in tributaries in geological formations,Variable,,Irregular,"https://www.brgm.fr/fr/reference-projet-acheve/cartographie-amiante-environnemental-france-metropolitaine-terrain-au#:~:text=La%20cartographie%20de%20l'amiante,amiante%20provenant%20d'affleurements%20naturels.","['2009', 'en cours']"
BdSolU,France métropolitaine,False,,bdsolu@brgm.fr,email,,,Sols,Soil pollutants (organic compounds and metals),Soil pollutants (organic compounds and metals),Site|Commune,True,True,True,False,False,True,True,2021-01-08T00:03:00.000Z,2021-01-08T00:03:00.000Z,2019-01-01T00:02:00.000Z,,,Base de données sur la qualité des sols urbains,,BRGM,,,True,Urban soil quality,None,,Irregular,http://www.bdsolu.fr/page/consultation,"['2010', 'en cours']"
,France metropolitaine et DROM,False,,sandre@sandre.eaufrance.fr,email,,,Water,Water pollutants,Water pollutants,Xy coordinates,True,False,True,False,False,True,True,2021-01-02T00:04:00.000Z,2021-01-02T00:04:00.000Z,2020-01-01T00:12:00.000Z,,Attribution,Point d'eau ADES,,BRGM,Infoterre|Sandre,,False,Water quality,None,,Irregular,https://www.data.gouv.fr/fr/datasets/point-deau-pte/,['']
BSS,France et DROM,False,,bss@brgm.fr,email,,,Sols|Water,Ground pollutants,Ground pollutants,Xy coordinates,False,True,True,False,False,True,True,2021-01-02T00:04:00.000Z,2021-01-02T00:04:00.000Z,,,Attribution,Banque du sous-sol,,BRGM,Infoterre,,False,Geology,None,,Irregular,http://www.geocatalogue.fr/Detail.do?id=4163,['en cours']
ADES,France métropolitaine et DROM,,,ades@brgm.fr,email,,,Water,Water pollutants,Water pollutants,Site,False,False,True,False,False,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,,,Banque nationale d'Accès aux Données sur les Eaux Souterraines,,BRGM,,,False,Groundwater,D|W,,Regular,https://ades.eaufrance.fr/Recherche,"['variable', 'en cours']"
,France métropolitaine et DROM,,,sandre@sandre.eaufrance.fr,email,,,Water,,,LatitudeLongitude|1:50000,False,True,True,False,False,True,True,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,2019-01-01T00:01:00.000Z,,Attribution,BD Lisa,,BRGM,https://bdlisa.eaufrance.fr/telechargement,,False,French Hydrogeological Standards,None,,Annual,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/769f36e0-eb23-4014-ad63-fb468fcd7488,['']
,Région Île-de-France,,,demande@bruitparif.fr,email,,,,Bruit,Bruit,Maille 5mx5m,False,True,True,False,False,True,True,2021-01-20T00:04:00.000Z,2021-01-20T00:04:00.000Z,2019-01-17T00:06:00.000Z,,Attribution,Cartographie régionale du bruit en Île-de-France,,Bruitparif,,,False,Cartography of noise associated with traffics,None,,Irregular,https://carto.bruitparif.fr/,"['2007', '2012, 2017']"
Kiwi,Région Île-de-France,,,kiwi@bruitparif.fr,email,,,,Bruit,Bruit,Establishment|Address,False,False,True,False,True,True,True,2021-01-21T00:04:00.000Z,2021-01-21T00:04:00.000Z,,,,Base de données des pratiques et niveaux d’exposition aux musiques amplifiées du jeune public,,Bruitparif,,,False,Levels of exposure to amplified young public music,None,,No information,https://www.bruitparif.fr/pages/Actualites/2016-12-06%20Bruitparif%20re%C3%A7oit%20le%20d%C3%A9cibel%20d'or/Dossier%20de%20pr%C3%A9sentation%20Kiwi.pdf,"['2015', 'en cours']"
,Région Île-de-France,,,demande@bruitparif.fr,email,,,,Bruit,Bruit,Site,False,False,True,False,False,True,True,2021-01-20T00:04:00.000Z,2021-01-20T00:04:00.000Z,,,,RUMEUR,,Bruitparif,,,False,Noise measures,H,,No information,https://rumeur.bruitparif.fr/,"['2009', 'en cours']"
CVI,France et DROM,,,,email,,,Sols,Pesticides|biocides,Pesticides|biocides,Parkelle,True,True,False,False,True,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,,,,Casier viticole informatisé,,Direction générale des douanes et droits indirects,,,True,Wine parks,None,,No information,,"['1998', 'en cours']"
,France métropolitaine,False,,contact-pont@valabre.com,email,,,Sols,Air pollutants|pesticides|NDVI,Air pollutants|pesticides|NDVI,Maille 2kmx2km,True,True,True,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,2016-01-01T00:06:00.000Z,,Attribution,Carroyage DFCI,,Entente Valabre,Géoportail,,False,Carroyage,None,,Irregular,https://www.data.gouv.fr/fr/datasets/carroyage-dfci-2-km/,['']
DDIE,France métropolitaine,False,,GEODERIS,email,,,Sols|Air,Ground pollutants|air pollutants,Ground pollutants|air pollutants,,False,False,True,False,False,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,,,Base DDIE,,MTES|BRGM|INERIS,MIMAUSA,,True,Inventory of mine residues,None,,Irregular,,"['2009', '2012']"
RMQS,France métropolitaine et DROM,False,, infosol@orleans.inra.fr/Nicolas Saby,email,,,Sols,Soil pollutants (organic compounds and metals),Soil pollutants (organic compounds and metals),16kmx16 km,True,True,True,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,,,,Réseau de Mesures de la Qualité des Sols (RMQS),,GIS SOL,INRAe|GIS Sol,,False,Soil quality,None,,Irregular,https://data.inrae.fr/dataset.xhtml?persistentId=doi:10.15454/UEZXBY,"['2001', 'en cours']"
BDETM,France métropolitaine,False,,infosol@inra.fr,email,,,Sols,Ground pollutants (metals),Ground pollutants (metals),Measuring point|Commune,True,True,True,False,False,True,True,2021-01-02T00:03:00.000Z,2021-01-02T00:03:00.000Z,2010-01-01T00:01:00.000Z,,Attribution|ViralEffect-ShareAlike|PublicDomain|NonCommercialUseOnly ,Base de Données Eléments Traces Métalliques (BDETM),,GIS SOL|ADEME|INRAE,INRAe|GIS Sol,,True,Soil quality,Y10,,Irregular,http://www.gissol.fr/donnees/donnees-de-la-bdetm-2873,"['1990', '2010']"
BDAT,France métropolitaine,False,,infosol@inra.fr,email,,,Sols,Soil pollutants (organic compounds and metals),Soil pollutants (organic compounds and metals),Canton,True,True,True,False,False,True,True,2021-01-02T00:03:00.000Z,2021-01-02T00:03:00.000Z,2014-01-01T00:01:00.000Z,,Attribution|ViralEffect-ShareAlike|PublicDomain|NonCommercialUseOnly ,Base de données d'analyse des terres (BDAT),,GIS SOL|ADEME|INRAE,INRAe|GIS Sol,,True,Agricultural soil quality,Y5,,Irregular,http://www.gissol.fr/donnees/tableaux-de-donnees/donnees-de-la-bdat-3028,"['1990', '2004', '2014']"
BDCF,France métropolitaine,False,,infosol@orleans.inra.fr,email,,,Sols,,,Measuring point,True,True,True,True,False,True,True,2021-01-05T00:03:00.000Z,2021-01-05T00:03:00.000Z,,,,Base de Données Carbone France,,GIS SOL|INRAE,,,False,Physical-chemical properties of soils and land use,None,,Irregular,/,"['1965', '1998']"
BDGSF,France métropolitaine,False,,infosol@orleans.inra.fr,email,,,Sols,Soil pollutants (organic compounds and metals),Soil pollutants (organic compounds and metals),UCS|UTS|1:1 000 000,True,True,True,False,False,True,True,2021-01-05T00:03:00.000Z,2021-01-05T00:03:00.000Z,,,Attribution,Base de données géographiques des sols de France,,GIS SOL|INRAE,https://data.inrae.fr/dataset.xhtml?persistentId=doi:10.15454/BPN57S,,False,Knowledge of the pedological landscape,None,,Irregular,https://esdac.jrc.ec.europa.eu/resource-type/european-soil-database-soil-properties,"['1995', '']"
Donesol IGCS,France métropolitaine,,,infosol@orleans.inra.fr,email,,,Sols,Soil pollutants,Soil pollutants,Measuring point|Cartographic range|Xy coordinates,True,False,True,False,True,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,,,Inventaire de la nature des sols et de leur distribution spatiale,,GIS SOL|INRAE,https://data.inrae.fr/dataverse/igcs,Lambert93|WGS84,False,Soil inventory and mapping,Y|Y10,,,https://dw3.gissol.fr/login,"['1992', 'en cours']"
,France métropolitaine et DROM,,,Ifremer,email,,,Water,Water pollutants,Water pollutants,Site,False,False,True,False,False,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,,,Quadrige 2,,IFREMER,,,False,Quality of coastal waters,Variable,,Regular,https://quadrige.eaufrance.fr/Acces-aux-donnees/Surval/Donnees-par-parametre#/map,"['1974', 'en cours']"
OCS GE,France métropolitaine et DROM,False,,contact.geoservices@ign.fr,email,,,Sols,Ground pollutants|pesticides,Ground pollutants|pesticides,Xy coordinates,True,True,True,True,False,True,True,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,2019-01-01T00:11:00.000Z,,Attribution,Occupation du sol à grande échelle,,IGN,Géoportail,Lambert93|UTM,False,Land occupation,None,,Irregular,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#ocs-ge,['']
,France métropolitaine,False,,GIS Sol / RMT,email,,,Sols,Ground pollutants,Ground pollutants,UCS|UTS|1:1 000 000,True,False,True,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,2020-01-01T00:02:00.000Z,,Attribution,Cartes des sols métropolitains,,IGN,,,False,Land occupation,None,,Irregular,https://www.geoportail.gouv.fr/donnees/carte-des-sols,['']
,France métropolitaine,False,,inao-bddc@inao.gouv.fr,email,,,Sols,Pesticides|biocide|NDVI,Pesticides|biocide|NDVI,Commune|Parkelles,True,True,True,True,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,2020-01-01T00:12:00.000Z,,Attribution,Délimitations parcellaires AOC viticoles (INAO),,IGN,Géoportail,,False,Delimitations of vineyards,None,,Irregular,https://www.data.gouv.fr/fr/datasets/delimitation-parcellaire-des-aoc-viticoles-de-linao/,['']
,France et DROM,False,,sav.bd@ign.fr,email,,,Sols,Socio-demographic indicators,Socio-demographic indicators,LatitudeLongitude,True,True,True,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,,,Attribution,Adresses,,IGN,,Lambert93|UTM,False,Addresses,None,,Irregular,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#adresse-premium,['']
